#z y theta
76 -38.370 -66.460 0.667
77 -38.370 -66.460 0.667
78 -40.390 -67.626 0.664
79 -40.390 -67.626 0.664
80 -38.370 -68.791 0.669
81 -38.370 -64.128 0.664
82 -38.370 -64.128 0.664
83 -40.390 -65.294 0.662
84 -40.390 -69.957 0.667
85 -38.370 -68.791 0.669
86 -40.390 -69.957 0.667
87 -40.390 -65.294 0.662
88 -38.370 -66.460 0.667
89 -38.370 -66.460 0.667
90 -40.390 -67.626 0.664
91 -40.390 -67.626 0.664
92 -38.370 -68.791 0.669
93 -38.370 -64.128 0.664
94 -38.370 -64.128 0.664
95 -40.390 -65.294 0.662
96 -40.390 -69.957 0.667
97 -38.370 -68.791 0.669
98 -40.390 -69.957 0.667
99 -40.390 -65.294 0.662
100 -38.370 -66.460 0.667
101 -38.370 -66.460 0.667
102 -40.390 -67.626 0.664
103 -40.390 -67.626 0.664
104 -38.370 -68.791 0.669
105 -38.370 -64.128 0.664
106 -38.370 -64.128 0.664
107 -40.390 -65.294 0.662
108 -40.390 -69.957 0.667
109 -38.370 -68.791 0.669
110 -40.390 -69.957 0.667
111 -40.390 -65.294 0.662
112 -38.370 -66.460 0.667
113 -38.370 -66.460 0.667
114 -40.390 -67.626 0.664
115 -40.390 -67.626 0.664
116 -38.370 -68.791 0.669
117 -38.370 -64.128 0.664
118 -38.370 -64.128 0.664
119 -40.390 -65.294 0.662
120 -40.390 -69.957 0.667
121 -38.370 -68.791 0.669
122 -40.390 -69.957 0.667
123 -40.390 -65.294 0.662
124 -38.370 -66.460 0.667
125 -38.370 -66.460 0.667
126 -40.390 -67.626 0.664
127 -40.390 -67.626 0.664
128 -38.370 -68.791 0.669
129 -38.370 -64.128 0.664
130 -38.370 -64.128 0.664
131 -40.390 -65.294 0.662
132 -40.390 -69.957 0.667
133 -38.370 -68.791 0.669
134 -40.390 -69.957 0.667
135 -40.390 -65.294 0.662
136 -38.370 -66.460 0.667
137 -38.370 -66.460 0.667
138 -40.390 -67.626 0.664
139 -40.390 -67.626 0.664
140 -38.370 -68.791 0.669
141 -38.370 -64.128 0.664
142 -38.370 -64.128 0.664
143 -40.390 -65.294 0.662
144 -40.390 -69.957 0.667
145 -38.370 -68.791 0.669
146 -40.390 -69.957 0.667
147 -40.390 -65.294 0.662
148 -38.370 -66.460 0.667
149 -38.370 -66.460 0.667
150 -40.390 -67.626 0.664
151 -40.390 -67.626 0.664
152 -38.370 -68.791 0.669
153 -38.370 -64.128 0.664
154 -38.370 -64.128 0.664
155 -40.390 -65.294 0.662
156 -40.390 -69.957 0.667
157 -38.370 -68.791 0.669
158 -40.390 -69.957 0.667
159 -40.390 -65.294 0.662
160 -38.370 -66.460 0.667
161 -38.370 -66.460 0.667
162 -40.390 -67.626 0.664
163 -40.390 -67.626 0.664
164 -38.370 -68.791 0.669
165 -38.370 -64.128 0.664
166 -38.370 -64.128 0.664
167 -40.390 -65.294 0.662
168 -40.390 -69.957 0.667
169 -38.370 -68.791 0.669
170 -40.390 -69.957 0.667
171 -40.390 -65.294 0.662
172 -38.370 -66.460 0.667
173 -38.370 -66.460 0.667
174 -40.390 -67.626 0.664
175 -40.390 -67.626 0.664
176 -38.370 -68.791 0.669
177 -38.370 -64.128 0.664
178 -38.370 -64.128 0.664
179 -40.390 -65.294 0.662
180 -40.390 -69.957 0.667
181 -38.370 -68.791 0.669
182 -40.390 -69.957 0.667
183 -40.390 -65.294 0.662
184 -38.370 -66.460 0.667
185 -38.370 -66.460 0.667
186 -40.390 -67.626 0.664
187 -40.390 -67.626 0.664
188 -38.370 -68.791 0.669
189 -38.370 -64.128 0.664
190 -38.370 -64.128 0.664
191 -40.390 -65.294 0.662
192 -40.390 -62.962 0.659
193 -38.370 -61.796 0.662
194 -40.390 -62.962 0.659
195 -40.390 -58.298 0.654
196 -38.370 -59.464 0.659
197 -38.370 -59.464 0.659
198 -40.390 -60.630 0.656
199 -40.390 -60.630 0.656
200 -38.370 -61.796 0.662
201 -38.370 -57.132 0.656
202 -38.370 -57.132 0.656
203 -40.390 -58.298 0.654
204 -40.390 -62.962 0.659
205 -38.370 -61.796 0.662
206 -40.390 -62.962 0.659
207 -40.390 -58.298 0.654
208 -38.370 -59.464 0.659
209 -38.370 -59.464 0.659
210 -40.390 -60.630 0.656
211 -40.390 -60.630 0.656
212 -38.370 -61.796 0.662
213 -38.370 -57.132 0.656
214 -38.370 -57.132 0.656
215 -40.390 -58.298 0.654
216 -40.390 -62.962 0.659
217 -38.370 -61.796 0.662
218 -40.390 -62.962 0.659
219 -40.390 -58.298 0.654
220 -38.370 -59.464 0.659
221 -38.370 -59.464 0.659
222 -40.390 -60.630 0.656
223 -40.390 -60.630 0.656
224 -38.370 -61.796 0.662
225 -38.370 -57.132 0.656
226 -38.370 -57.132 0.656
227 -40.390 -58.298 0.654
228 -40.390 -62.962 0.659
229 -38.370 -61.796 0.662
230 -40.390 -62.962 0.659
231 -40.390 -58.298 0.654
232 -38.370 -59.464 0.659
233 -38.370 -59.464 0.659
234 -40.390 -60.630 0.656
235 -40.390 -60.630 0.656
236 -38.370 -61.796 0.662
237 -38.370 -57.132 0.656
238 -38.370 -57.132 0.656
239 -40.390 -58.298 0.654
240 -40.390 -62.962 0.659
241 -38.370 -61.796 0.662
242 -40.390 -62.962 0.659
243 -40.390 -58.298 0.654
244 -38.370 -59.464 0.659
245 -38.370 -59.464 0.659
246 -40.390 -60.630 0.656
247 -40.390 -60.630 0.656
248 -38.370 -61.796 0.662
249 -38.370 -57.132 0.656
250 -38.370 -57.132 0.656
251 -40.390 -58.298 0.654
252 -40.390 -62.962 0.659
253 -38.370 -61.796 0.662
254 -40.390 -62.962 0.659
255 -40.390 -58.298 0.654
256 -38.370 -59.464 0.659
257 -38.370 -59.464 0.659
258 -40.390 -60.630 0.656
259 -40.390 -60.630 0.656
260 -38.370 -61.796 0.662
261 -38.370 -57.132 0.656
262 -38.370 -57.132 0.656
263 -40.390 -58.298 0.654
264 -40.390 -62.962 0.659
265 -38.370 -61.796 0.662
266 -40.390 -62.962 0.659
267 -40.390 -58.298 0.654
268 -38.370 -59.464 0.659
269 -38.370 -59.464 0.659
270 -40.390 -60.630 0.656
271 -40.390 -60.630 0.656
272 -38.370 -61.796 0.662
273 -38.370 -57.132 0.656
274 -38.370 -57.132 0.656
275 -40.390 -58.298 0.654
276 -40.390 -62.962 0.659
277 -38.370 -61.796 0.662
278 -40.390 -62.962 0.659
279 -40.390 -58.298 0.654
280 -38.370 -59.464 0.659
281 -38.370 -59.464 0.659
282 -40.390 -60.630 0.656
283 -40.390 -60.630 0.656
284 -38.370 -61.796 0.662
285 -38.370 -57.132 0.656
286 -38.370 -57.132 0.656
287 -40.390 -58.298 0.654
288 -40.390 -62.962 0.659
289 -38.370 -61.796 0.662
290 -40.390 -62.962 0.659
291 -40.390 -58.298 0.654
292 -38.370 -59.464 0.659
293 -38.370 -59.464 0.659
294 -40.390 -60.630 0.656
295 -40.390 -60.630 0.656
296 -38.370 -61.796 0.662
297 -38.370 -57.132 0.656
298 -38.370 -57.132 0.656
299 -40.390 -58.298 0.654
300 -40.390 -62.962 0.659
301 -38.370 -61.796 0.662
302 -40.390 -62.962 0.659
303 -40.390 -58.298 0.654
304 -38.370 -59.464 0.659
305 -38.370 -59.464 0.659
306 -40.390 -60.630 0.656
307 -40.390 -60.630 0.656
308 -38.370 -61.796 0.662
309 -38.370 -57.132 0.656
310 -38.370 -57.132 0.656
311 -40.390 -58.298 0.654
312 -40.390 -62.962 0.659
313 -38.370 -61.796 0.662
314 -40.390 -62.962 0.659
315 -40.390 -58.298 0.654
316 -38.370 -59.464 0.659
317 -38.370 -59.464 0.659
318 -40.390 -60.630 0.656
319 -40.390 -60.630 0.656
320 -38.370 -61.796 0.662
321 -38.370 -57.132 0.656
322 -38.370 -57.132 0.656
323 -40.390 -58.298 0.654
324 -40.390 -62.962 0.659
325 -38.370 -61.796 0.662
326 -40.390 -62.962 0.659
327 -40.390 -58.298 0.654
328 -38.370 -59.464 0.659
329 -38.370 -59.464 0.659
330 -40.390 -60.630 0.656
331 -40.390 -60.630 0.656
332 -38.370 -61.796 0.662
333 -38.370 -57.132 0.656
334 -38.370 -57.132 0.656
335 -40.390 -58.298 0.654
336 -40.390 -62.962 0.659
337 -38.370 -61.796 0.662
338 -40.390 -62.962 0.659
339 -40.390 -58.298 0.654
340 -38.370 -59.464 0.659
341 -38.370 -59.464 0.659
342 -40.390 -60.630 0.656
343 -40.390 -60.630 0.656
344 -38.370 -61.796 0.662
345 -38.370 -57.132 0.656
346 -38.370 -57.132 0.656
347 -40.390 -58.298 0.654
348 -40.390 -62.962 0.659
349 -38.370 -61.796 0.662
350 -40.390 -62.962 0.659
351 -40.390 -58.298 0.654
352 -38.370 -59.464 0.659
353 -38.370 -59.464 0.659
354 -40.390 -60.630 0.656
355 -40.390 -60.630 0.656
356 -38.370 -61.796 0.662
357 -38.370 -57.132 0.656
358 -38.370 -57.132 0.656
359 -40.390 -58.298 0.654
360 -40.390 -62.962 0.659
361 -38.370 -61.796 0.662
362 -40.390 -62.962 0.659
363 -40.390 -58.298 0.654
364 -38.370 -59.464 0.659
365 -38.370 -59.464 0.659
366 -40.390 -60.630 0.656
367 -40.390 -60.630 0.656
368 -38.370 -61.796 0.662
369 -38.370 -57.132 0.656
370 -38.370 -57.132 0.656
371 -40.390 -58.298 0.654
372 -40.390 -62.962 0.659
373 -38.370 -61.796 0.662
374 -40.390 -62.962 0.659
375 -40.390 -58.298 0.654
376 -38.370 -59.464 0.659
377 -38.370 -59.464 0.659
378 -40.390 -60.630 0.656
379 -40.390 -60.630 0.656
380 -38.370 -61.796 0.662
381 -38.370 -57.132 0.656
382 -38.370 -57.132 0.656
383 -40.390 -58.298 0.654
384 -40.390 -55.966 0.651
385 -38.370 -54.800 0.653
386 -40.390 -55.966 0.651
387 -40.390 -51.302 0.644
388 -38.370 -52.468 0.650
389 -38.370 -52.468 0.650
390 -40.390 -53.634 0.647
391 -40.390 -53.634 0.647
392 -38.370 -54.800 0.653
393 -38.370 -50.136 0.646
394 -38.370 -50.136 0.646
395 -40.390 -51.302 0.644
396 -40.390 -55.966 0.651
397 -38.370 -54.800 0.653
398 -40.390 -55.966 0.651
399 -40.390 -51.302 0.644
400 -38.370 -52.468 0.650
401 -38.370 -52.468 0.650
402 -40.390 -53.634 0.647
403 -40.390 -53.634 0.647
404 -38.370 -54.800 0.653
405 -38.370 -50.136 0.646
406 -38.370 -50.136 0.646
407 -40.390 -51.302 0.644
408 -40.390 -55.966 0.651
409 -38.370 -54.800 0.653
410 -40.390 -55.966 0.651
411 -40.390 -51.302 0.644
412 -38.370 -52.468 0.650
413 -38.370 -52.468 0.650
414 -40.390 -53.634 0.647
415 -40.390 -53.634 0.647
416 -38.370 -54.800 0.653
417 -38.370 -50.136 0.646
418 -38.370 -50.136 0.646
419 -40.390 -51.302 0.644
420 -40.390 -55.966 0.651
421 -38.370 -54.800 0.653
422 -40.390 -55.966 0.651
423 -40.390 -51.302 0.644
424 -38.370 -52.468 0.650
425 -38.370 -52.468 0.650
426 -40.390 -53.634 0.647
427 -40.390 -53.634 0.647
428 -38.370 -54.800 0.653
429 -38.370 -50.136 0.646
430 -38.370 -50.136 0.646
431 -40.390 -51.302 0.644
432 -40.390 -55.966 0.651
433 -38.370 -54.800 0.653
434 -40.390 -55.966 0.651
435 -40.390 -51.302 0.644
436 -38.370 -52.468 0.650
437 -38.370 -52.468 0.650
438 -40.390 -53.634 0.647
439 -40.390 -53.634 0.647
440 -38.370 -54.800 0.653
441 -38.370 -50.136 0.646
442 -38.370 -50.136 0.646
443 -40.390 -51.302 0.644
444 -40.390 -55.966 0.651
445 -38.370 -54.800 0.653
446 -40.390 -55.966 0.651
447 -40.390 -51.302 0.644
448 -38.370 -52.468 0.650
449 -38.370 -52.468 0.650
450 -40.390 -53.634 0.647
451 -40.390 -53.634 0.647
452 -38.370 -54.800 0.653
453 -38.370 -50.136 0.646
454 -38.370 -50.136 0.646
455 -40.390 -51.302 0.644
456 -40.390 -55.966 0.651
457 -38.370 -54.800 0.653
458 -40.390 -55.966 0.651
459 -40.390 -51.302 0.644
460 -38.370 -52.468 0.650
461 -38.370 -52.468 0.650
462 -40.390 -53.634 0.647
463 -40.390 -53.634 0.647
464 -38.370 -54.800 0.653
465 -38.370 -50.136 0.646
466 -38.370 -50.136 0.646
467 -40.390 -51.302 0.644
468 -40.390 -55.966 0.651
469 -38.370 -54.800 0.653
470 -40.390 -55.966 0.651
471 -40.390 -51.302 0.644
472 -38.370 -52.468 0.650
473 -38.370 -52.468 0.650
474 -40.390 -53.634 0.647
475 -40.390 -53.634 0.647
476 -38.370 -54.800 0.653
477 -38.370 -50.136 0.646
478 -38.370 -50.136 0.646
479 -40.390 -51.302 0.644
480 -40.390 -55.966 0.651
481 -38.370 -54.800 0.653
482 -40.390 -55.966 0.651
483 -40.390 -51.302 0.644
484 -38.370 -52.468 0.650
485 -38.370 -52.468 0.650
486 -40.390 -53.634 0.647
487 -40.390 -53.634 0.647
488 -38.370 -54.800 0.653
489 -38.370 -50.136 0.646
490 -38.370 -50.136 0.646
491 -40.390 -51.302 0.644
492 -40.390 -55.966 0.651
493 -38.370 -54.800 0.653
494 -40.390 -55.966 0.651
495 -40.390 -51.302 0.644
496 -38.370 -52.468 0.650
497 -38.370 -52.468 0.650
498 -40.390 -53.634 0.647
499 -40.390 -53.634 0.647
500 -38.370 -54.800 0.653
501 -38.370 -50.136 0.646
502 -38.370 -50.136 0.646
503 -40.390 -51.302 0.644
504 -40.390 -55.966 0.651
505 -38.370 -54.800 0.653
506 -40.390 -55.966 0.651
507 -40.390 -51.302 0.644
508 -38.370 -52.468 0.650
509 -38.370 -52.468 0.650
510 -40.390 -53.634 0.647
511 -40.390 -53.634 0.647
512 -38.370 -54.800 0.653
513 -38.370 -50.136 0.646
514 -38.370 -50.136 0.646
515 -40.390 -51.302 0.644
516 -40.390 -55.966 0.651
517 -38.370 -54.800 0.653
518 -40.390 -55.966 0.651
519 -40.390 -51.302 0.644
520 -38.370 -52.468 0.650
521 -38.370 -52.468 0.650
522 -40.390 -53.634 0.647
523 -40.390 -53.634 0.647
524 -38.370 -54.800 0.653
525 -38.370 -50.136 0.646
526 -38.370 -50.136 0.646
527 -40.390 -51.302 0.644
528 -40.390 -55.966 0.651
529 -38.370 -54.800 0.653
530 -40.390 -55.966 0.651
531 -40.390 -51.302 0.644
532 -38.370 -52.468 0.650
533 -38.370 -52.468 0.650
534 -40.390 -53.634 0.647
535 -40.390 -53.634 0.647
536 -38.370 -54.800 0.653
537 -38.370 -50.136 0.646
538 -38.370 -50.136 0.646
539 -40.390 -51.302 0.644
540 -40.390 -55.966 0.651
541 -38.370 -54.800 0.653
542 -40.390 -55.966 0.651
543 -40.390 -51.302 0.644
544 -38.370 -52.468 0.650
545 -38.370 -52.468 0.650
546 -40.390 -53.634 0.647
547 -40.390 -53.634 0.647
548 -38.370 -54.800 0.653
549 -38.370 -50.136 0.646
550 -38.370 -50.136 0.646
551 -40.390 -51.302 0.644
552 -40.390 -55.966 0.651
553 -38.370 -54.800 0.653
554 -40.390 -55.966 0.651
555 -40.390 -51.302 0.644
556 -38.370 -52.468 0.650
557 -38.370 -52.468 0.650
558 -40.390 -53.634 0.647
559 -40.390 -53.634 0.647
560 -38.370 -54.800 0.653
561 -38.370 -50.136 0.646
562 -38.370 -50.136 0.646
563 -40.390 -51.302 0.644
564 -40.390 -55.966 0.651
565 -38.370 -54.800 0.653
566 -40.390 -55.966 0.651
567 -40.390 -51.302 0.644
568 -38.370 -52.468 0.650
569 -38.370 -52.468 0.650
570 -40.390 -53.634 0.647
571 -40.390 -53.634 0.647
572 -38.370 -54.800 0.653
573 -38.370 -50.136 0.646
574 -38.370 -50.136 0.646
575 -40.390 -51.302 0.644
576 -40.390 -48.970 0.640
577 -38.370 -47.804 0.642
578 -40.390 -48.970 0.640
579 -40.390 -44.306 0.632
580 -38.370 -45.472 0.638
581 -38.370 -45.472 0.638
582 -40.390 -46.638 0.636
583 -40.390 -46.638 0.636
584 -38.370 -47.804 0.642
585 -38.370 -43.140 0.634
586 -38.370 -43.140 0.634
587 -40.390 -44.306 0.632
588 -40.390 -48.970 0.640
589 -38.370 -47.804 0.642
590 -40.390 -48.970 0.640
591 -40.390 -44.306 0.632
592 -38.370 -45.472 0.638
593 -38.370 -45.472 0.638
594 -40.390 -46.638 0.636
595 -40.390 -46.638 0.636
596 -38.370 -47.804 0.642
597 -38.370 -43.140 0.634
598 -38.370 -43.140 0.634
599 -40.390 -44.306 0.632
600 -40.390 -48.970 0.640
601 -38.370 -47.804 0.642
602 -40.390 -48.970 0.640
603 -40.390 -44.306 0.632
604 -38.370 -45.472 0.638
605 -38.370 -45.472 0.638
606 -40.390 -46.638 0.636
607 -40.390 -46.638 0.636
608 -38.370 -47.804 0.642
609 -38.370 -43.140 0.634
610 -38.370 -43.140 0.634
611 -40.390 -44.306 0.632
612 -40.390 -48.970 0.640
613 -38.370 -47.804 0.642
614 -40.390 -48.970 0.640
615 -40.390 -44.306 0.632
616 -38.370 -45.472 0.638
617 -38.370 -45.472 0.638
618 -40.390 -46.638 0.636
619 -40.390 -46.638 0.636
620 -38.370 -47.804 0.642
621 -38.370 -43.140 0.634
622 -38.370 -43.140 0.634
623 -40.390 -44.306 0.632
624 -40.390 -48.970 0.640
625 -38.370 -47.804 0.642
626 -40.390 -48.970 0.640
627 -40.390 -44.306 0.632
628 -38.370 -45.472 0.638
629 -38.370 -45.472 0.638
630 -40.390 -46.638 0.636
631 -40.390 -46.638 0.636
632 -38.370 -47.804 0.642
633 -38.370 -43.140 0.634
634 -38.370 -43.140 0.634
635 -40.390 -44.306 0.632
636 -40.390 -48.970 0.640
637 -38.370 -47.804 0.642
638 -40.390 -48.970 0.640
639 -40.390 -44.306 0.632
640 -38.370 -45.472 0.638
641 -38.370 -45.472 0.638
642 -40.390 -46.638 0.636
643 -40.390 -46.638 0.636
644 -38.370 -47.804 0.642
645 -38.370 -43.140 0.634
646 -38.370 -43.140 0.634
647 -40.390 -44.306 0.632
648 -40.390 -48.970 0.640
649 -38.370 -47.804 0.642
650 -40.390 -48.970 0.640
651 -40.390 -44.306 0.632
652 -38.370 -45.472 0.638
653 -38.370 -45.472 0.638
654 -40.390 -46.638 0.636
655 -40.390 -46.638 0.636
656 -38.370 -47.804 0.642
657 -38.370 -43.140 0.634
658 -38.370 -43.140 0.634
659 -40.390 -44.306 0.632
660 -40.390 -48.970 0.640
661 -38.370 -47.804 0.642
662 -40.390 -48.970 0.640
663 -40.390 -44.306 0.632
664 -38.370 -45.472 0.638
665 -38.370 -45.472 0.638
666 -40.390 -46.638 0.636
667 -40.390 -46.638 0.636
668 -38.370 -47.804 0.642
669 -38.370 -43.140 0.634
670 -38.370 -43.140 0.634
671 -40.390 -44.306 0.632
672 -40.390 -48.970 0.640
673 -38.370 -47.804 0.642
674 -40.390 -48.970 0.640
675 -40.390 -44.306 0.632
676 -38.370 -45.472 0.638
677 -38.370 -45.472 0.638
678 -40.390 -46.638 0.636
679 -40.390 -46.638 0.636
680 -38.370 -47.804 0.642
681 -38.370 -43.140 0.634
682 -38.370 -43.140 0.634
683 -40.390 -44.306 0.632
684 -40.390 -48.970 0.640
685 -38.370 -47.804 0.642
686 -40.390 -48.970 0.640
687 -40.390 -44.306 0.632
688 -38.370 -45.472 0.638
689 -38.370 -45.472 0.638
690 -40.390 -46.638 0.636
691 -40.390 -46.638 0.636
692 -38.370 -47.804 0.642
693 -38.370 -43.140 0.634
694 -38.370 -43.140 0.634
695 -40.390 -44.306 0.632
696 -40.390 -48.970 0.640
697 -38.370 -47.804 0.642
698 -40.390 -48.970 0.640
699 -40.390 -44.306 0.632
700 -38.370 -45.472 0.638
701 -38.370 -45.472 0.638
702 -40.390 -46.638 0.636
703 -40.390 -46.638 0.636
704 -38.370 -47.804 0.642
705 -38.370 -43.140 0.634
706 -38.370 -43.140 0.634
707 -40.390 -44.306 0.632
708 -40.390 -48.970 0.640
709 -38.370 -47.804 0.642
710 -40.390 -48.970 0.640
711 -40.390 -44.306 0.632
712 -38.370 -45.472 0.638
713 -38.370 -45.472 0.638
714 -40.390 -46.638 0.636
715 -40.390 -46.638 0.636
716 -38.370 -47.804 0.642
717 -38.370 -43.140 0.634
718 -38.370 -43.140 0.634
719 -40.390 -44.306 0.632
720 -40.390 -48.970 0.640
721 -38.370 -47.804 0.642
722 -40.390 -48.970 0.640
723 -40.390 -44.306 0.632
724 -38.370 -45.472 0.638
725 -38.370 -45.472 0.638
726 -40.390 -46.638 0.636
727 -40.390 -46.638 0.636
728 -38.370 -47.804 0.642
729 -38.370 -43.140 0.634
730 -38.370 -43.140 0.634
731 -40.390 -44.306 0.632
732 -40.390 -48.970 0.640
733 -38.370 -47.804 0.642
734 -40.390 -48.970 0.640
735 -40.390 -44.306 0.632
736 -38.370 -45.472 0.638
737 -38.370 -45.472 0.638
738 -40.390 -46.638 0.636
739 -40.390 -46.638 0.636
740 -38.370 -47.804 0.642
741 -38.370 -43.140 0.634
742 -38.370 -43.140 0.634
743 -40.390 -44.306 0.632
744 -40.390 -48.970 0.640
745 -38.370 -47.804 0.642
746 -40.390 -48.970 0.640
747 -40.390 -44.306 0.632
748 -38.370 -45.472 0.638
749 -38.370 -45.472 0.638
750 -40.390 -46.638 0.636
751 -40.390 -46.638 0.636
752 -38.370 -47.804 0.642
753 -38.370 -43.140 0.634
754 -38.370 -43.140 0.634
755 -40.390 -44.306 0.632
756 -40.390 -48.970 0.640
757 -38.370 -47.804 0.642
758 -40.390 -48.970 0.640
759 -40.390 -44.306 0.632
760 -38.370 -45.472 0.638
761 -38.370 -45.472 0.638
762 -40.390 -46.638 0.636
763 -40.390 -46.638 0.636
764 -38.370 -47.804 0.642
765 -38.370 -43.140 0.634
766 -38.370 -43.140 0.634
767 -40.390 -44.306 0.632
768 -40.390 -41.974 0.628
769 -38.370 -40.808 0.630
770 -40.390 -41.974 0.628
771 -40.390 -37.311 0.619
772 -38.370 -38.477 0.625
773 -38.370 -38.477 0.625
774 -40.390 -39.643 0.624
775 -40.390 -39.643 0.624
776 -38.370 -40.808 0.630
777 -38.370 -36.145 0.620
778 -38.370 -36.145 0.620
779 -40.390 -37.311 0.619
780 -40.390 -41.974 0.628
781 -38.370 -40.808 0.630
782 -40.390 -41.974 0.628
783 -40.390 -37.311 0.619
784 -38.370 -38.477 0.625
785 -38.370 -38.477 0.625
786 -40.390 -39.643 0.624
787 -40.390 -39.643 0.624
788 -38.370 -40.808 0.630
789 -38.370 -36.145 0.620
790 -38.370 -36.145 0.620
791 -40.390 -37.311 0.619
792 -40.390 -41.974 0.628
793 -38.370 -40.808 0.630
794 -40.390 -41.974 0.628
795 -40.390 -37.311 0.619
796 -38.370 -38.477 0.625
797 -38.370 -38.477 0.625
798 -40.390 -39.643 0.624
799 -40.390 -39.643 0.624
800 -38.370 -40.808 0.630
801 -38.370 -36.145 0.620
802 -38.370 -36.145 0.620
803 -40.390 -37.311 0.619
804 -40.390 -41.974 0.628
805 -38.370 -40.808 0.630
806 -40.390 -41.974 0.628
807 -40.390 -37.311 0.619
808 -38.370 -38.477 0.625
809 -38.370 -38.477 0.625
810 -40.390 -39.643 0.624
811 -40.390 -39.643 0.624
812 -38.370 -40.808 0.630
813 -38.370 -36.145 0.620
814 -38.370 -36.145 0.620
815 -40.390 -37.311 0.619
816 -40.390 -41.974 0.628
817 -38.370 -40.808 0.630
818 -40.390 -41.974 0.628
819 -40.390 -37.311 0.619
820 -38.370 -38.477 0.625
821 -38.370 -38.477 0.625
822 -40.390 -39.643 0.624
823 -40.390 -39.643 0.624
824 -38.370 -40.808 0.630
825 -38.370 -36.145 0.620
826 -38.370 -36.145 0.620
827 -40.390 -37.311 0.619
828 -40.390 -41.974 0.628
829 -38.370 -40.808 0.630
830 -40.390 -41.974 0.628
831 -40.390 -37.311 0.619
832 -38.370 -38.477 0.625
833 -38.370 -38.477 0.625
834 -40.390 -39.643 0.624
835 -40.390 -39.643 0.624
836 -38.370 -40.808 0.630
837 -38.370 -36.145 0.620
838 -38.370 -36.145 0.620
839 -40.390 -37.311 0.619
840 -40.390 -41.974 0.628
841 -38.370 -40.808 0.630
842 -40.390 -41.974 0.628
843 -40.390 -37.311 0.619
844 -38.370 -38.477 0.625
845 -38.370 -38.477 0.625
846 -40.390 -39.643 0.624
847 -40.390 -39.643 0.624
848 -38.370 -40.808 0.630
849 -38.370 -36.145 0.620
850 -38.370 -36.145 0.620
851 -40.390 -37.311 0.619
852 -40.390 -41.974 0.628
853 -38.370 -40.808 0.630
854 -40.390 -41.974 0.628
855 -40.390 -37.311 0.619
856 -38.370 -38.477 0.625
857 -38.370 -38.477 0.625
858 -40.390 -39.643 0.624
859 -40.390 -39.643 0.624
860 -38.370 -40.808 0.630
861 -38.370 -36.145 0.620
862 -38.370 -36.145 0.620
863 -40.390 -37.311 0.619
864 -40.390 -41.974 0.628
865 -38.370 -40.808 0.630
866 -40.390 -41.974 0.628
867 -40.390 -37.311 0.619
868 -38.370 -38.477 0.625
869 -38.370 -38.477 0.625
870 -40.390 -39.643 0.624
871 -40.390 -39.643 0.624
872 -38.370 -40.808 0.630
873 -38.370 -36.145 0.620
