#iterative separation between p-node lists
#step s1 s2 s3 s4
1255 0.0146 0.0136 0.0136 0.0146
1256 0.0108 0.0101 0.0100 0.0108
1257 0.0139 0.0131 0.0130 0.0139
1258 0.0110 0.0104 0.0103 0.0110
1259 0.0133 0.0125 0.0125 0.0133
1260 0.0113 0.0107 0.0106 0.0113
1261 0.0128 0.0120 0.0120 0.0128
1262 0.0116 0.0110 0.0109 0.0117
1263 0.0122 0.0115 0.0114 0.0122
1264 0.0123 0.0116 0.0116 0.0123
1265 0.0114 0.0108 0.0107 0.0114
1266 0.0131 0.0124 0.0123 0.0131
1267 0.0107 0.0101 0.0101 0.0107
1268 0.0140 0.0133 0.0132 0.0140
1269 0.0101 0.0096 0.0095 0.0101
1270 0.0151 0.0143 0.0142 0.0151
1271 0.0096 0.0091 0.0090 0.0096
1272 0.0164 0.0155 0.0155 0.0164
1273 0.0091 0.0086 0.0086 0.0091
1274 0.0179 0.0170 0.0169 0.0179
1275 0.0086 0.0082 0.0082 0.0086
1276 0.0189 0.0179 0.0179 0.0189
1277 0.0085 0.0080 0.0080 0.0084
1278 0.0195 0.0185 0.0185 0.0195
1279 0.0081 0.0078 0.0077 0.0081
1280 0.0210 0.0200 0.0199 0.0210
1281 0.0078 0.0074 0.0074 0.0077
1282 0.0234 0.0223 0.0222 0.0234
1283 0.0074 0.0070 0.0070 0.0073
1284 0.0271 0.0259 0.0258 0.0271
1285 0.0070 0.0067 0.0066 0.0069
1286 0.0331 0.0317 0.0316 0.0331
1287 0.0066 0.0063 0.0063 0.0065
1288 0.0432 0.0414 0.0412 0.0432
1289 0.0063 0.0061 0.0060 0.0063
1290 0.0379 0.0364 0.0363 0.0379
1291 0.0090 0.0087 0.0087 0.0090
1292 0.0149 0.0144 0.0143 0.0149
1293 0.0088 0.0084 0.0084 0.0087
1294 0.0157 0.0151 0.0150 0.0157
1295 0.0085 0.0082 0.0082 0.0085
1296 0.0165 0.0159 0.0158 0.0165
1297 0.0083 0.0080 0.0080 0.0083
1298 0.0171 0.0165 0.0164 0.0171
1299 0.0081 0.0079 0.0078 0.0081
1300 0.0177 0.0171 0.0171 0.0177
1301 0.0080 0.0077 0.0077 0.0080
1302 0.0185 0.0179 0.0178 0.0185
1303 0.0078 0.0076 0.0075 0.0078
1304 0.0193 0.0187 0.0186 0.0193
1305 0.0077 0.0074 0.0074 0.0076
1306 0.0202 0.0195 0.0195 0.0202
1307 0.0075 0.0073 0.0073 0.0075
1308 0.0212 0.0205 0.0205 0.0212
1309 0.0074 0.0071 0.0071 0.0073
1310 0.0202 0.0196 0.0195 0.0202
1311 0.0082 0.0080 0.0080 0.0082
1312 0.0167 0.0162 0.0162 0.0167
1313 0.0081 0.0079 0.0078 0.0080
1314 0.0173 0.0168 0.0168 0.0173
1315 0.0079 0.0077 0.0077 0.0079
1316 0.0179 0.0175 0.0174 0.0179
1317 0.0078 0.0076 0.0076 0.0077
1318 0.0186 0.0182 0.0181 0.0186
1319 0.0076 0.0074 0.0074 0.0076
1320 0.0194 0.0189 0.0189 0.0194
1321 0.0075 0.0073 0.0073 0.0075
1322 0.0202 0.0198 0.0197 0.0202
1323 0.0073 0.0072 0.0072 0.0073
1324 0.0212 0.0207 0.0207 0.0212
1325 0.0072 0.0071 0.0070 0.0072
1326 0.0223 0.0218 0.0217 0.0223
1327 0.0071 0.0069 0.0069 0.0070
1328 0.0235 0.0230 0.0229 0.0235
1329 0.0069 0.0068 0.0068 0.0069
1330 0.0249 0.0244 0.0243 0.0249
1331 0.0068 0.0067 0.0066 0.0068
1332 0.0266 0.0261 0.0260 0.0266
1333 0.0067 0.0065 0.0065 0.0066
1334 0.0286 0.0281 0.0280 0.0286
1335 0.0065 0.0064 0.0064 0.0065
1336 0.0310 0.0305 0.0304 0.0310
1337 0.0064 0.0063 0.0063 0.0063
1338 0.0342 0.0337 0.0336 0.0342
1339 0.0062 0.0061 0.0061 0.0062
1340 0.0384 0.0379 0.0377 0.0384
1341 0.0061 0.0060 0.0060 0.0060
1342 0.0444 0.0439 0.0437 0.0444
1343 0.0059 0.0058 0.0058 0.0059
1344 0.0540 0.0534 0.0533 0.0540
1345 0.0057 0.0056 0.0056 0.0056
1346 0.0726 0.0719 0.0717 0.0725
1347 0.0055 0.0054 0.0054 0.0054
1348 0.0778 0.0773 0.0771 0.0777
1349 0.0093 0.0092 0.0092 0.0092
1350 0.0119 0.0119 0.0118 0.0119
1351 0.0091 0.0091 0.0090 0.0091
1352 0.0121 0.0121 0.0121 0.0122
1353 0.0090 0.0089 0.0089 0.0089
1354 0.0124 0.0123 0.0123 0.0124
1355 0.0088 0.0088 0.0088 0.0088
1356 0.0126 0.0126 0.0125 0.0126
1357 0.0087 0.0087 0.0086 0.0086
1358 0.0128 0.0128 0.0128 0.0129
1359 0.0085 0.0085 0.0085 0.0085
1360 0.0131 0.0131 0.0131 0.0131
1361 0.0084 0.0084 0.0084 0.0084
1362 0.0134 0.0134 0.0133 0.0134
1363 0.0083 0.0083 0.0083 0.0082
1364 0.0136 0.0137 0.0136 0.0137
1365 0.0082 0.0082 0.0081 0.0081
1366 0.0139 0.0140 0.0139 0.0140
1367 0.0080 0.0080 0.0080 0.0080
1368 0.0143 0.0143 0.0143 0.0143
1369 0.0079 0.0079 0.0079 0.0079
1370 0.0146 0.0146 0.0146 0.0146
1371 0.0078 0.0078 0.0078 0.0077
1372 0.0150 0.0150 0.0150 0.0150
1373 0.0077 0.0077 0.0077 0.0076
1374 0.0153 0.0154 0.0153 0.0154
1375 0.0075 0.0076 0.0076 0.0075
1376 0.0157 0.0158 0.0158 0.0158
1377 0.0074 0.0075 0.0074 0.0074
1378 0.0162 0.0163 0.0162 0.0162
1379 0.0073 0.0074 0.0073 0.0073
1380 0.0166 0.0168 0.0167 0.0167
1381 0.0072 0.0072 0.0072 0.0071
1382 0.0172 0.0173 0.0172 0.0172
1383 0.0071 0.0071 0.0071 0.0070
1384 0.0177 0.0179 0.0178 0.0178
1385 0.0070 0.0070 0.0070 0.0069
1386 0.0183 0.0185 0.0184 0.0184
1387 0.0069 0.0069 0.0069 0.0068
1388 0.0190 0.0192 0.0191 0.0190
1389 0.0067 0.0068 0.0068 0.0067
1390 0.0198 0.0200 0.0199 0.0198
1391 0.0066 0.0067 0.0067 0.0066
1392 0.0206 0.0208 0.0208 0.0206
1393 0.0065 0.0066 0.0066 0.0065
1394 0.0216 0.0218 0.0218 0.0216
1395 0.0064 0.0065 0.0065 0.0064
1396 0.0227 0.0230 0.0229 0.0227
1397 0.0063 0.0064 0.0063 0.0062
1398 0.0240 0.0243 0.0242 0.0240
1399 0.0062 0.0063 0.0062 0.0061
1400 0.0255 0.0259 0.0258 0.0255
1401 0.0060 0.0061 0.0061 0.0060
1402 0.0273 0.0278 0.0277 0.0274
1403 0.0059 0.0060 0.0060 0.0059
1404 0.0296 0.0301 0.0300 0.0297
1405 0.0058 0.0059 0.0059 0.0057
1406 0.0326 0.0332 0.0331 0.0326
1407 0.0057 0.0058 0.0058 0.0056
1408 0.0260 0.0265 0.0264 0.0260
1409 0.0083 0.0084 0.0084 0.0082
1410 0.0118 0.0120 0.0120 0.0119
1411 0.0081 0.0083 0.0083 0.0081
1412 0.0121 0.0123 0.0123 0.0121
1413 0.0080 0.0082 0.0081 0.0080
1414 0.0123 0.0126 0.0125 0.0124
1415 0.0079 0.0080 0.0080 0.0078
1416 0.0126 0.0128 0.0128 0.0126
1417 0.0077 0.0079 0.0079 0.0077
1418 0.0129 0.0131 0.0131 0.0129
1419 0.0076 0.0078 0.0077 0.0076
1420 0.0132 0.0135 0.0134 0.0132
1421 0.0075 0.0076 0.0076 0.0074
1422 0.0135 0.0138 0.0138 0.0136
1423 0.0074 0.0075 0.0075 0.0073
1424 0.0138 0.0142 0.0141 0.0139
1425 0.0072 0.0074 0.0074 0.0072
1426 0.0142 0.0146 0.0145 0.0143
1427 0.0071 0.0073 0.0073 0.0071
1428 0.0146 0.0150 0.0149 0.0147
1429 0.0070 0.0072 0.0071 0.0069
1430 0.0151 0.0154 0.0154 0.0151
1431 0.0069 0.0070 0.0070 0.0068
1432 0.0155 0.0159 0.0159 0.0156
1433 0.0067 0.0069 0.0069 0.0067
1434 0.0160 0.0165 0.0164 0.0161
1435 0.0066 0.0068 0.0068 0.0066
1436 0.0166 0.0171 0.0170 0.0167
1437 0.0065 0.0067 0.0067 0.0065
1438 0.0173 0.0178 0.0177 0.0173
1439 0.0064 0.0066 0.0066 0.0063
1440 0.0180 0.0185 0.0184 0.0180
1441 0.0063 0.0065 0.0065 0.0062
1442 0.0188 0.0195 0.0194 0.0189
1443 0.0062 0.0064 0.0063 0.0061
1444 0.0197 0.0204 0.0203 0.0198
1445 0.0060 0.0062 0.0062 0.0060
1446 0.0208 0.0215 0.0215 0.0209
1447 0.0059 0.0061 0.0061 0.0059
1448 0.0221 0.0229 0.0228 0.0222
1449 0.0058 0.0060 0.0060 0.0057
1450 0.0236 0.0245 0.0244 0.0237
1451 0.0057 0.0059 0.0059 0.0056
1452 0.0256 0.0265 0.0265 0.0257
1453 0.0055 0.0057 0.0057 0.0055
1454 0.0274 0.0285 0.0284 0.0275
1455 0.0054 0.0056 0.0056 0.0053
1456 0.0312 0.0325 0.0324 0.0313
1457 0.0053 0.0055 0.0054 0.0052
1458 0.0358 0.0372 0.0371 0.0359
1459 0.0051 0.0053 0.0053 0.0050
1460 0.0436 0.0454 0.0452 0.0437
1461 0.0049 0.0051 0.0051 0.0049
1462 0.0581 0.0606 0.0605 0.0583
1463 0.0047 0.0049 0.0049 0.0046
1464 0.0478 0.0499 0.0498 0.0478
1465 0.0046 0.0048 0.0048 0.0045
1466 0.0478 0.0500 0.0498 0.0478
1467 0.0045 0.0047 0.0047 0.0045
1468 0.0477 0.0500 0.0498 0.0477
1469 0.0045 0.0047 0.0047 0.0045
1470 0.0476 0.0500 0.0499 0.0477
1471 0.0044 0.0047 0.0047 0.0044
1472 0.0276 0.0290 0.0290 0.0276
1473 0.0082 0.0086 0.0086 0.0082
1474 0.0080 0.0084 0.0084 0.0080
1475 0.0081 0.0086 0.0085 0.0081
1476 0.0080 0.0084 0.0084 0.0080
1477 0.0081 0.0086 0.0085 0.0081
1478 0.0079 0.0084 0.0084 0.0080
1479 0.0081 0.0085 0.0085 0.0081
1480 0.0079 0.0084 0.0083 0.0079
1481 0.0081 0.0085 0.0085 0.0081
1482 0.0079 0.0084 0.0083 0.0079
1483 0.0080 0.0085 0.0085 0.0080
1484 0.0079 0.0083 0.0083 0.0079
1485 0.0080 0.0085 0.0084 0.0080
1486 0.0079 0.0083 0.0083 0.0079
1487 0.0080 0.0084 0.0084 0.0080
1488 0.0079 0.0083 0.0083 0.0079
1489 0.0080 0.0084 0.0084 0.0080
1490 0.0078 0.0083 0.0083 0.0078
1491 0.0079 0.0084 0.0084 0.0080
1492 0.0078 0.0083 0.0083 0.0078
1493 0.0079 0.0084 0.0084 0.0079
1494 0.0078 0.0083 0.0082 0.0078
1495 0.0079 0.0084 0.0083 0.0079
1496 0.0078 0.0083 0.0082 0.0078
1497 0.0079 0.0083 0.0083 0.0079
1498 0.0078 0.0082 0.0082 0.0078
1499 0.0078 0.0083 0.0083 0.0079
1500 0.0077 0.0082 0.0082 0.0078
1501 0.0078 0.0083 0.0083 0.0078
1502 0.0077 0.0082 0.0082 0.0077
1503 0.0078 0.0083 0.0083 0.0078
1504 0.0077 0.0082 0.0082 0.0077
1505 0.0078 0.0083 0.0082 0.0078
1506 0.0077 0.0082 0.0082 0.0077
1507 0.0077 0.0082 0.0082 0.0078
1508 0.0077 0.0082 0.0081 0.0077
1509 0.0077 0.0082 0.0082 0.0077
1510 0.0077 0.0081 0.0081 0.0077
1511 0.0077 0.0082 0.0082 0.0077
1512 0.0076 0.0081 0.0081 0.0077
1513 0.0077 0.0082 0.0082 0.0077
1514 0.0076 0.0081 0.0081 0.0076
1515 0.0076 0.0082 0.0081 0.0077
1516 0.0076 0.0081 0.0081 0.0076
1517 0.0076 0.0081 0.0081 0.0076
1518 0.0076 0.0081 0.0081 0.0076
1519 0.0076 0.0081 0.0081 0.0077
1520 0.0076 0.0081 0.0081 0.0077
1521 0.0076 0.0081 0.0081 0.0077
1522 0.0076 0.0081 0.0080 0.0076
1523 0.0076 0.0081 0.0080 0.0076
1524 0.0075 0.0080 0.0080 0.0076
1525 0.0075 0.0080 0.0080 0.0076
1526 0.0075 0.0080 0.0080 0.0076
1527 0.0075 0.0080 0.0080 0.0076
1528 0.0075 0.0080 0.0080 0.0076
1529 0.0075 0.0080 0.0080 0.0076
1530 0.0075 0.0080 0.0080 0.0076
1531 0.0075 0.0080 0.0080 0.0075
1532 0.0075 0.0080 0.0080 0.0075
1533 0.0074 0.0080 0.0079 0.0075
1534 0.0074 0.0080 0.0080 0.0075
1535 0.0074 0.0079 0.0079 0.0075
1536 0.0074 0.0080 0.0079 0.0075
1537 0.0074 0.0079 0.0079 0.0075
1538 0.0074 0.0079 0.0079 0.0075
1539 0.0074 0.0079 0.0079 0.0074
1540 0.0074 0.0079 0.0079 0.0075
1541 0.0074 0.0079 0.0079 0.0074
1542 0.0074 0.0079 0.0079 0.0074
1543 0.0073 0.0079 0.0078 0.0074
1544 0.0074 0.0079 0.0079 0.0074
1545 0.0073 0.0078 0.0078 0.0074
1546 0.0073 0.0079 0.0079 0.0074
1547 0.0073 0.0078 0.0078 0.0073
1548 0.0073 0.0079 0.0079 0.0074
1549 0.0073 0.0078 0.0078 0.0073
1550 0.0073 0.0079 0.0078 0.0074
1551 0.0072 0.0078 0.0078 0.0073
1552 0.0073 0.0079 0.0078 0.0074
1553 0.0072 0.0078 0.0077 0.0073
1554 0.0073 0.0078 0.0078 0.0073
1555 0.0072 0.0077 0.0077 0.0072
1556 0.0073 0.0078 0.0078 0.0073
1557 0.0072 0.0077 0.0077 0.0073
1558 0.0073 0.0078 0.0078 0.0073
1559 0.0073 0.0077 0.0077 0.0072
1560 0.0073 0.0078 0.0078 0.0073
1561 0.0072 0.0077 0.0077 0.0072
1562 0.0073 0.0078 0.0078 0.0073
1563 0.0072 0.0077 0.0076 0.0072
1564 0.0073 0.0078 0.0077 0.0072
1565 0.0071 0.0076 0.0076 0.0071
1566 0.0073 0.0077 0.0077 0.0072
1567 0.0071 0.0076 0.0076 0.0071
1568 0.0072 0.0077 0.0077 0.0072
1569 0.0071 0.0076 0.0076 0.0071
1570 0.0072 0.0077 0.0077 0.0072
1571 0.0071 0.0076 0.0076 0.0071
1572 0.0072 0.0077 0.0077 0.0072
1573 0.0070 0.0076 0.0075 0.0070
1574 0.0072 0.0077 0.0077 0.0072
1575 0.0070 0.0075 0.0075 0.0070
1576 0.0071 0.0077 0.0077 0.0071
1577 0.0070 0.0075 0.0075 0.0070
1578 0.0457 0.0493 0.0491 0.0458
1579 0.0087 0.0094 0.0094 0.0087
1580 0.0422 0.0456 0.0454 0.0423
1581 0.0086 0.0093 0.0092 0.0086
1582 0.0422 0.0456 0.0455 0.0422
1583 0.0086 0.0093 0.0093 0.0086
1584 0.0402 0.0436 0.0434 0.0402
1585 0.0085 0.0092 0.0092 0.0085
1586 0.0396 0.0431 0.0429 0.0396
1587 0.0085 0.0093 0.0092 0.0085
1588 0.0382 0.0416 0.0415 0.0382
1589 0.0084 0.0092 0.0092 0.0084
1590 0.0374 0.0408 0.0407 0.0374
1591 0.0084 0.0092 0.0092 0.0084
1592 0.0364 0.0398 0.0396 0.0364
1593 0.0083 0.0092 0.0091 0.0084
1594 0.0355 0.0390 0.0388 0.0355
1595 0.0083 0.0091 0.0091 0.0083
1596 0.0346 0.0381 0.0379 0.0347
1597 0.0083 0.0091 0.0091 0.0083
1598 0.0338 0.0373 0.0372 0.0339
1599 0.0082 0.0091 0.0091 0.0082
1600 0.0331 0.0365 0.0364 0.0331
1601 0.0082 0.0091 0.0090 0.0082
1602 0.0323 0.0358 0.0357 0.0324
1603 0.0082 0.0090 0.0090 0.0082
1604 0.0316 0.0351 0.0350 0.0317
1605 0.0081 0.0090 0.0090 0.0081
1606 0.0310 0.0344 0.0343 0.0310
1607 0.0081 0.0090 0.0090 0.0081
1608 0.0304 0.0338 0.0337 0.0304
1609 0.0081 0.0090 0.0090 0.0081
1610 0.0297 0.0332 0.0331 0.0298
1611 0.0080 0.0090 0.0089 0.0080
1612 0.0292 0.0326 0.0325 0.0292
1613 0.0080 0.0089 0.0089 0.0080
1614 0.0286 0.0321 0.0320 0.0286
1615 0.0080 0.0089 0.0089 0.0080
1616 0.0281 0.0316 0.0315 0.0281
1617 0.0079 0.0089 0.0089 0.0079
1618 0.0276 0.0311 0.0310 0.0276
1619 0.0079 0.0089 0.0089 0.0079
1620 0.0272 0.0306 0.0305 0.0272
1621 0.0079 0.0089 0.0088 0.0079
1622 0.0267 0.0302 0.0301 0.0267
1623 0.0078 0.0089 0.0088 0.0078
1624 0.0263 0.0297 0.0296 0.0263
1625 0.0078 0.0088 0.0088 0.0078
1626 0.0258 0.0293 0.0292 0.0259
1627 0.0078 0.0088 0.0088 0.0078
1628 0.0254 0.0289 0.0288 0.0255
1629 0.0077 0.0088 0.0088 0.0077
1630 0.0250 0.0285 0.0284 0.0251
1631 0.0077 0.0088 0.0088 0.0077
1632 0.0246 0.0281 0.0280 0.0247
1633 0.0077 0.0088 0.0087 0.0077
1634 0.0243 0.0277 0.0276 0.0243
1635 0.0076 0.0087 0.0087 0.0077
1636 0.0239 0.0274 0.0273 0.0239
1637 0.0076 0.0087 0.0087 0.0076
1638 0.0235 0.0270 0.0269 0.0236
1639 0.0076 0.0087 0.0087 0.0076
1640 0.0099 0.0114 0.0114 0.0099
1641 0.0315 0.0362 0.0361 0.0315
1642 0.0069 0.0079 0.0079 0.0069
1643 0.0317 0.0365 0.0364 0.0317
1644 0.0068 0.0079 0.0079 0.0068
1645 0.0319 0.0369 0.0367 0.0319
1646 0.0067 0.0078 0.0078 0.0067
1647 0.0321 0.0372 0.0371 0.0322
1648 0.0067 0.0077 0.0077 0.0067
1649 0.0323 0.0376 0.0375 0.0324
1650 0.0066 0.0077 0.0076 0.0066
1651 0.0193 0.0224 0.0224 0.0193
1652 0.0128 0.0149 0.0149 0.0128
1653 0.0094 0.0110 0.0110 0.0094
1654 0.0128 0.0150 0.0149 0.0129
1655 0.0094 0.0110 0.0109 0.0094
1656 0.0128 0.0150 0.0149 0.0128
1657 0.0094 0.0110 0.0109 0.0094
1658 0.0128 0.0149 0.0149 0.0128
1659 0.0093 0.0110 0.0109 0.0094
1660 0.0127 0.0149 0.0149 0.0127
1661 0.0093 0.0109 0.0109 0.0093
1662 0.0126 0.0149 0.0148 0.0127
1663 0.0093 0.0109 0.0109 0.0093
1664 0.0126 0.0148 0.0148 0.0126
1665 0.0093 0.0109 0.0109 0.0093
1666 0.0125 0.0147 0.0147 0.0125
1667 0.0093 0.0109 0.0109 0.0093
1668 0.0124 0.0147 0.0146 0.0125
1669 0.0092 0.0109 0.0109 0.0093
1670 0.0124 0.0146 0.0146 0.0124
1671 0.0092 0.0109 0.0109 0.0092
1672 0.0123 0.0145 0.0145 0.0123
1673 0.0092 0.0109 0.0109 0.0092
1674 0.0122 0.0145 0.0144 0.0122
1675 0.0092 0.0109 0.0108 0.0092
1676 0.0121 0.0144 0.0143 0.0121
1677 0.0092 0.0109 0.0108 0.0092
1678 0.0120 0.0143 0.0142 0.0121
1679 0.0091 0.0109 0.0108 0.0091
1680 0.0119 0.0142 0.0142 0.0120
1681 0.0091 0.0108 0.0108 0.0091
1682 0.0119 0.0141 0.0141 0.0119
1683 0.0091 0.0108 0.0108 0.0091
1684 0.0118 0.0140 0.0140 0.0118
1685 0.0091 0.0108 0.0108 0.0091
1686 0.0117 0.0139 0.0139 0.0117
1687 0.0090 0.0108 0.0108 0.0091
1688 0.0116 0.0139 0.0138 0.0116
1689 0.0090 0.0108 0.0108 0.0090
1690 0.0115 0.0138 0.0137 0.0115
1691 0.0090 0.0108 0.0108 0.0090
1692 0.0114 0.0137 0.0136 0.0114
1693 0.0090 0.0108 0.0108 0.0090
1694 0.0113 0.0136 0.0136 0.0113
1695 0.0090 0.0108 0.0107 0.0090
1696 0.0112 0.0135 0.0135 0.0113
1697 0.0089 0.0108 0.0107 0.0090
1698 0.0111 0.0134 0.0134 0.0112
1699 0.0089 0.0108 0.0107 0.0089
1700 0.0111 0.0133 0.0133 0.0111
1701 0.0089 0.0108 0.0107 0.0089
1702 0.0110 0.0132 0.0132 0.0110
1703 0.0089 0.0107 0.0107 0.0089
1704 0.0109 0.0132 0.0131 0.0109
1705 0.0089 0.0107 0.0107 0.0089
1706 0.0108 0.0131 0.0130 0.0108
1707 0.0088 0.0107 0.0107 0.0089
1708 0.0107 0.0130 0.0129 0.0107
1709 0.0088 0.0107 0.0107 0.0088
1710 0.0106 0.0129 0.0129 0.0106
1711 0.0088 0.0107 0.0107 0.0088
1712 0.0105 0.0128 0.0128 0.0106
1713 0.0088 0.0107 0.0107 0.0088
1714 0.0105 0.0127 0.0127 0.0105
1715 0.0088 0.0107 0.0107 0.0088
1716 0.0104 0.0126 0.0126 0.0104
1717 0.0088 0.0107 0.0106 0.0088
1718 0.0103 0.0126 0.0125 0.0103
1719 0.0087 0.0107 0.0106 0.0088
1720 0.0102 0.0125 0.0124 0.0102
1721 0.0087 0.0107 0.0106 0.0087
1722 0.0101 0.0124 0.0124 0.0102
1723 0.0087 0.0107 0.0106 0.0087
1724 0.0101 0.0123 0.0123 0.0101
1725 0.0087 0.0106 0.0106 0.0087
1726 0.0100 0.0122 0.0122 0.0100
1727 0.0087 0.0106 0.0106 0.0087
1728 0.0099 0.0122 0.0121 0.0099
1729 0.0086 0.0106 0.0106 0.0087
1730 0.0098 0.0121 0.0121 0.0098
1731 0.0086 0.0106 0.0106 0.0086
1732 0.0097 0.0120 0.0120 0.0098
1733 0.0086 0.0106 0.0106 0.0086
1734 0.0097 0.0119 0.0119 0.0097
1735 0.0086 0.0106 0.0106 0.0086
1736 0.0096 0.0119 0.0118 0.0096
1737 0.0086 0.0106 0.0106 0.0086
1738 0.0095 0.0118 0.0117 0.0095
1739 0.0085 0.0106 0.0106 0.0086
1740 0.0094 0.0117 0.0117 0.0095
1741 0.0085 0.0106 0.0105 0.0085
1742 0.0094 0.0116 0.0116 0.0094
1743 0.0085 0.0106 0.0105 0.0085
1744 0.0093 0.0116 0.0115 0.0093
1745 0.0085 0.0106 0.0105 0.0085
1746 0.0092 0.0116 0.0115 0.0093
1747 0.0085 0.0106 0.0105 0.0085
1748 0.0092 0.0115 0.0115 0.0092
1749 0.0084 0.0106 0.0106 0.0085
1750 0.0091 0.0114 0.0114 0.0091
1751 0.0084 0.0106 0.0106 0.0085
1752 0.0090 0.0113 0.0113 0.0091
1753 0.0084 0.0106 0.0105 0.0084
1754 0.0090 0.0113 0.0112 0.0090
1755 0.0084 0.0106 0.0105 0.0084
1756 0.0089 0.0112 0.0112 0.0089
1757 0.0084 0.0105 0.0105 0.0084
1758 0.0088 0.0111 0.0111 0.0089
1759 0.0084 0.0105 0.0105 0.0084
1760 0.0088 0.0111 0.0110 0.0088
1761 0.0083 0.0105 0.0105 0.0084
1762 0.0087 0.0110 0.0110 0.0087
1763 0.0083 0.0105 0.0105 0.0083
1764 0.0086 0.0109 0.0109 0.0087
1765 0.0083 0.0105 0.0105 0.0083
1766 0.0086 0.0109 0.0108 0.0086
1767 0.0083 0.0105 0.0105 0.0083
1768 0.0085 0.0108 0.0108 0.0085
1769 0.0083 0.0105 0.0105 0.0083
1770 0.0085 0.0107 0.0107 0.0085
1771 0.0083 0.0105 0.0104 0.0083
1772 0.0084 0.0107 0.0106 0.0084
1773 0.0082 0.0105 0.0104 0.0083
1774 0.0083 0.0106 0.0106 0.0084
1775 0.0082 0.0105 0.0104 0.0082
1776 0.0083 0.0105 0.0105 0.0083
1777 0.0082 0.0104 0.0104 0.0082
1778 0.0082 0.0105 0.0105 0.0082
1779 0.0082 0.0104 0.0104 0.0082
1780 0.0082 0.0104 0.0104 0.0082
1781 0.0082 0.0104 0.0104 0.0082
1782 0.0081 0.0104 0.0103 0.0081
1783 0.0081 0.0104 0.0104 0.0082
1784 0.0081 0.0103 0.0103 0.0081
1785 0.0081 0.0104 0.0104 0.0081
1786 0.0080 0.0103 0.0102 0.0080
1787 0.0081 0.0104 0.0104 0.0081
1788 0.0079 0.0102 0.0102 0.0080
1789 0.0081 0.0104 0.0104 0.0081
1790 0.0079 0.0101 0.0101 0.0079
1791 0.0081 0.0104 0.0103 0.0081
1792 0.0078 0.0101 0.0101 0.0079
1793 0.0080 0.0104 0.0103 0.0081
1794 0.0078 0.0100 0.0100 0.0078
1795 0.0080 0.0104 0.0103 0.0080
1796 0.0077 0.0100 0.0100 0.0078
1797 0.0080 0.0103 0.0103 0.0080
1798 0.0077 0.0099 0.0099 0.0077
1799 0.0080 0.0103 0.0103 0.0080
