#iterative separation between p-node lists
#step s1 s2 s3 s4
632 0.0029 0.0040 0.0040 0.0029
633 0.0028 0.0038 0.0038 0.0028
634 0.0028 0.0037 0.0037 0.0028
635 0.0027 0.0036 0.0036 0.0027
636 0.0026 0.0035 0.0035 0.0026
637 0.0026 0.0034 0.0034 0.0026
638 0.0025 0.0033 0.0033 0.0025
639 0.0025 0.0032 0.0032 0.0025
640 0.0024 0.0031 0.0031 0.0024
641 0.0024 0.0030 0.0030 0.0024
642 0.0024 0.0030 0.0030 0.0024
643 0.0023 0.0029 0.0029 0.0023
644 0.0023 0.0028 0.0028 0.0023
645 0.0025 0.0030 0.0030 0.0025
646 0.0025 0.0029 0.0029 0.0025
647 0.0024 0.0028 0.0028 0.0024
648 0.0024 0.0028 0.0028 0.0024
649 0.0023 0.0027 0.0027 0.0023
650 0.0023 0.0026 0.0026 0.0023
651 0.0023 0.0025 0.0025 0.0023
652 0.0022 0.0025 0.0025 0.0022
653 0.0022 0.0024 0.0024 0.0022
654 0.0022 0.0024 0.0024 0.0022
655 0.0022 0.0023 0.0023 0.0022
656 0.0022 0.0023 0.0023 0.0022
657 0.0022 0.0023 0.0023 0.0022
658 0.0022 0.0022 0.0022 0.0022
659 0.0022 0.0022 0.0022 0.0022
660 0.0022 0.0022 0.0022 0.0022
661 0.0022 0.0022 0.0022 0.0022
662 0.0022 0.0022 0.0022 0.0022
663 0.0023 0.0022 0.0022 0.0023
664 0.0023 0.0023 0.0023 0.0023
665 0.0024 0.0023 0.0023 0.0024
666 0.0025 0.0024 0.0024 0.0025
667 0.0026 0.0025 0.0025 0.0026
668 0.0027 0.0026 0.0026 0.0027
669 0.0029 0.0028 0.0028 0.0029
670 0.0032 0.0031 0.0031 0.0032
671 0.0035 0.0034 0.0034 0.0035
672 0.0040 0.0039 0.0039 0.0040
673 0.0040 0.0039 0.0039 0.0040
674 0.0037 0.0036 0.0036 0.0037
675 0.0035 0.0034 0.0034 0.0035
676 0.0034 0.0033 0.0033 0.0034
677 0.0033 0.0033 0.0033 0.0033
678 0.0033 0.0033 0.0033 0.0033
679 0.0033 0.0033 0.0033 0.0033
680 0.0033 0.0033 0.0033 0.0033
681 0.0034 0.0034 0.0034 0.0034
682 0.0034 0.0034 0.0034 0.0034
683 0.0034 0.0034 0.0034 0.0034
684 0.0034 0.0034 0.0034 0.0034
685 0.0034 0.0035 0.0035 0.0034
686 0.0034 0.0035 0.0035 0.0034
687 0.0035 0.0035 0.0035 0.0035
688 0.0035 0.0036 0.0036 0.0035
689 0.0035 0.0036 0.0036 0.0035
690 0.0036 0.0037 0.0037 0.0036
691 0.0036 0.0037 0.0037 0.0036
692 0.0037 0.0038 0.0038 0.0037
693 0.0037 0.0038 0.0038 0.0037
694 0.0037 0.0039 0.0039 0.0037
695 0.0038 0.0039 0.0039 0.0038
696 0.0038 0.0040 0.0040 0.0038
697 0.0039 0.0040 0.0040 0.0039
698 0.0039 0.0041 0.0041 0.0039
699 0.0039 0.0041 0.0041 0.0039
700 0.0040 0.0042 0.0042 0.0040
701 0.0040 0.0042 0.0042 0.0040
702 0.0040 0.0043 0.0043 0.0040
703 0.0041 0.0043 0.0043 0.0041
704 0.0041 0.0043 0.0043 0.0041
705 0.0041 0.0044 0.0044 0.0041
706 0.0041 0.0044 0.0044 0.0041
707 0.0041 0.0044 0.0044 0.0041
708 0.0042 0.0044 0.0044 0.0042
709 0.0042 0.0045 0.0045 0.0042
710 0.0042 0.0045 0.0045 0.0042
711 0.0042 0.0045 0.0045 0.0042
712 0.0042 0.0045 0.0045 0.0042
713 0.0053 0.0056 0.0056 0.0053
714 0.0053 0.0057 0.0057 0.0053
715 0.0043 0.0047 0.0047 0.0043
716 0.0040 0.0043 0.0043 0.0040
717 0.0038 0.0042 0.0042 0.0038
718 0.0037 0.0041 0.0041 0.0037
719 0.0037 0.0040 0.0040 0.0037
720 0.0036 0.0040 0.0040 0.0036
721 0.0036 0.0039 0.0039 0.0036
722 0.0036 0.0039 0.0039 0.0036
723 0.0036 0.0039 0.0039 0.0036
724 0.0036 0.0039 0.0039 0.0036
725 0.0036 0.0040 0.0040 0.0036
726 0.0036 0.0040 0.0040 0.0036
727 0.0037 0.0040 0.0040 0.0037
728 0.0037 0.0040 0.0040 0.0037
729 0.0037 0.0040 0.0040 0.0037
730 0.0037 0.0041 0.0041 0.0037
731 0.0038 0.0041 0.0041 0.0038
732 0.0038 0.0042 0.0042 0.0038
733 0.0038 0.0042 0.0042 0.0038
734 0.0039 0.0043 0.0043 0.0039
735 0.0043 0.0047 0.0047 0.0043
736 0.0043 0.0047 0.0047 0.0043
737 0.0043 0.0047 0.0047 0.0043
738 0.0043 0.0047 0.0047 0.0043
739 0.0043 0.0048 0.0048 0.0043
740 0.0043 0.0048 0.0048 0.0043
741 0.0044 0.0048 0.0048 0.0044
742 0.0044 0.0049 0.0049 0.0044
743 0.0044 0.0049 0.0049 0.0044
744 0.0045 0.0050 0.0050 0.0045
745 0.0045 0.0050 0.0050 0.0045
746 0.0046 0.0051 0.0051 0.0046
747 0.0046 0.0051 0.0051 0.0046
748 0.0047 3.9650 0.0052 0.0047
749 0.0039 0.0038 3.9906 0.0039
750 0.0037 0.0036 0.0036 0.0037
751 0.0048 0.0046 0.0046 0.0048
752 0.0048 0.0047 0.0046 0.0048
753 0.0048 0.0047 0.0047 0.0048
754 0.0049 0.0047 0.0047 0.0049
755 0.0049 0.0048 0.0048 0.0049
756 0.0058 0.0057 0.0057 0.0058
757 0.0057 0.0056 0.0056 0.0057
758 0.0050 0.0049 0.0049 0.0050
759 0.0047 0.0047 0.0047 0.0047
760 0.0045 0.0045 0.0045 0.0045
761 0.0044 0.0044 0.0044 0.0044
762 0.0044 0.0044 0.0044 0.0044
763 0.0043 0.0044 0.0044 0.0043
764 0.0043 0.0044 0.0044 0.0043
765 0.0043 0.0044 0.0044 0.0043
766 0.0043 0.0044 0.0044 0.0043
767 0.0043 0.0044 0.0044 0.0043
768 0.0043 0.0044 0.0044 0.0043
769 0.0043 0.0044 0.0044 0.0043
770 0.0043 0.0044 0.0044 0.0043
771 0.0044 0.0045 0.0045 0.0044
772 0.0044 0.0045 0.0045 0.0044
773 0.0044 0.0045 0.0045 0.0044
774 0.0044 0.0046 0.0045 0.0044
775 0.0044 0.0046 0.0046 0.0044
776 0.0045 0.0046 0.0046 0.0045
777 0.0045 0.0047 0.0047 0.0045
778 0.0045 0.0047 0.0047 0.0045
779 0.0046 0.0047 0.0047 0.0046
780 0.0046 0.0048 0.0048 0.0046
781 0.0046 0.0048 0.0048 0.0046
782 0.0047 0.0049 0.0049 0.0047
783 0.0047 0.0049 0.0049 0.0047
784 0.0048 0.0050 0.0050 0.0048
785 0.0048 0.0050 0.0050 0.0048
786 0.0049 0.0051 0.0051 0.0049
787 0.0059 0.0062 0.0062 0.0059
788 0.0057 0.0060 0.0060 0.0057
789 0.0056 0.0058 0.0058 0.0056
790 0.0055 0.0058 0.0058 0.0055
791 0.0054 0.0057 0.0057 0.0054
792 0.0054 0.0057 0.0057 0.0054
793 0.0054 0.0057 0.0057 0.0054
794 0.0054 0.0058 0.0058 0.0054
795 0.0055 0.0058 0.0058 0.0055
796 0.0055 0.0058 0.0058 0.0055
797 0.0055 0.0059 0.0058 0.0055
798 0.0055 0.0059 0.0059 0.0055
799 0.0070 0.0075 0.0075 0.0070
800 0.0059 0.0063 0.0063 0.0059
801 0.0056 0.0059 0.0059 0.0056
802 0.0054 0.0057 0.0057 0.0054
803 0.0053 0.0057 0.0057 0.0053
804 0.0053 0.0056 0.0056 0.0053
805 0.0052 0.0056 0.0056 0.0052
806 0.0052 0.0056 0.0056 0.0053
807 0.0053 0.0056 0.0056 0.0053
808 0.0053 0.0057 0.0057 0.0053
809 0.0053 0.0057 0.0057 0.0053
810 0.0053 0.0057 0.0057 0.0053
811 0.0053 0.0057 0.0057 0.0053
812 0.0054 0.0058 0.0058 0.0054
813 0.0054 0.0058 0.0058 0.0054
814 0.0054 0.0058 0.0058 0.0054
815 0.0054 0.0059 0.0059 0.0054
816 0.0055 0.0059 0.0059 0.0055
817 0.0055 0.0059 0.0059 0.0055
818 0.0054 2.6850 2.8056 0.0054
819 0.0056 0.0055 0.0055 0.0056
820 0.0056 0.0056 0.0055 0.0056
821 0.0056 0.0056 0.0056 0.0056
822 0.0056 0.0056 0.0056 0.0056
823 0.0057 0.0057 0.0056 0.0057
824 0.0074 0.0074 0.0074 0.0074
825 0.0077 0.0077 0.0077 0.0077
826 0.0065 0.0066 0.0065 0.0065
827 0.0058 0.0059 0.0059 0.0058
828 0.0055 0.0056 0.0056 0.0055
829 0.0054 0.0055 0.0055 0.0054
830 0.0053 0.0054 0.0054 0.0053
831 0.0053 0.0054 0.0054 0.0053
832 0.0053 0.0054 0.0054 0.0053
833 0.0053 0.0054 0.0054 0.0053
834 0.0053 0.0054 0.0054 0.0053
835 0.0053 0.0055 0.0054 0.0053
836 0.0053 0.0055 0.0055 0.0054
837 0.0054 0.0056 0.0055 0.0054
838 0.0061 0.0063 0.0062 0.0061
839 0.0060 0.0061 0.0061 0.0060
840 0.0059 0.0061 0.0060 0.0059
841 0.0059 0.0060 0.0060 0.0059
842 0.0058 0.0061 0.0060 0.0059
843 0.0059 0.0061 0.0060 0.0059
844 0.0059 0.0061 0.0061 0.0059
845 0.0059 0.0062 0.0061 0.0059
846 0.0060 0.0062 0.0062 0.0060
847 0.0060 0.0063 0.0062 0.0060
848 0.0061 0.0063 0.0063 0.0061
849 0.0061 0.0064 0.0063 0.0061
850 0.0062 0.0064 0.0064 0.0062
851 0.0062 0.0065 0.0065 0.0062
852 0.0063 0.0065 0.0065 0.0063
853 0.0063 0.0066 0.0066 0.0063
854 0.0063 0.0067 0.0066 0.0063
855 0.0064 0.0067 0.0067 0.0064
856 0.0064 0.0068 0.0067 0.0064
857 0.0065 0.0068 0.0068 0.0065
858 0.0065 0.0069 0.0068 0.0065
859 0.0066 0.0069 0.0069 0.0066
860 0.0066 0.0069 0.0069 0.0066
861 0.0066 0.0070 0.0070 0.0066
862 0.0067 0.0070 0.0070 0.0067
863 0.0054 3.9848 0.0057 0.0054
864 0.0042 0.0039 0.0044 0.0042
865 0.0054 0.0050 3.9587 0.0054
866 0.0042 0.0039 0.0039 0.0042
867 0.0068 0.0062 0.0062 0.0068
868 0.0077 0.0071 0.0070 0.0077
869 0.0076 0.0070 0.0069 0.0076
870 0.0078 0.0072 0.0071 0.0078
871 0.0067 0.0062 0.0062 0.0067
872 0.0063 0.0059 0.0059 0.0063
873 0.0061 0.0057 0.0057 0.0061
874 0.0060 0.0057 0.0056 0.0060
875 0.0060 0.0056 0.0056 0.0060
876 0.0060 0.0056 0.0056 0.0060
877 0.0060 0.0056 0.0056 0.0060
878 0.0060 0.0057 0.0056 0.0060
879 0.0060 0.0057 0.0057 0.0060
880 0.0060 0.0057 0.0057 0.0060
881 0.0061 0.0058 0.0057 0.0061
882 0.0061 0.0058 0.0058 0.0061
883 0.0062 0.0059 0.0059 0.0062
884 0.0062 0.0060 0.0059 0.0062
885 0.0063 0.0060 0.0060 0.0063
886 0.0063 0.0061 0.0061 0.0063
887 0.0064 0.0062 0.0062 0.0064
888 0.0078 0.0075 0.0075 0.0078
889 0.0074 0.0072 0.0071 0.0074
890 0.0072 0.0070 0.0070 0.0072
891 0.0071 0.0069 0.0069 0.0071
892 0.0071 0.0069 0.0069 0.0071
893 0.0071 0.0069 0.0069 0.0071
894 0.0071 0.0069 0.0069 0.0071
895 0.0071 0.0070 0.0070 0.0071
896 0.0072 0.0070 0.0070 0.0072
897 0.0072 0.0071 0.0071 0.0072
898 0.0073 0.0072 0.0071 0.0073
899 0.0073 0.0072 0.0072 0.0073
900 0.0074 0.0073 0.0073 0.0074
901 0.0075 0.0074 0.0074 0.0075
902 0.0075 0.0075 0.0074 0.0075
903 0.0076 0.0075 0.0075 0.0076
904 0.0076 0.0076 0.0076 0.0076
905 0.0077 0.0077 0.0076 0.0077
906 0.0077 0.0077 0.0077 0.0077
907 0.0078 0.0078 0.0078 0.0078
908 0.0078 0.0079 0.0078 0.0079
909 0.0079 0.0079 0.0079 0.0079
910 0.0079 0.0080 0.0079 0.0079
911 0.0133 0.0134 0.0133 0.0133
912 0.0097 0.0098 0.0098 0.0098
913 0.0081 0.0082 0.0082 0.0081
914 0.0076 0.0076 0.0076 0.0076
915 0.0072 0.0073 0.0072 0.0072
916 0.0071 0.0071 0.0071 0.0071
917 0.0070 0.0071 0.0070 0.0070
918 0.0069 0.0070 0.0070 0.0069
919 0.0069 0.0070 0.0070 0.0069
920 0.0068 0.0069 0.0069 0.0068
921 0.0068 0.0069 0.0069 0.0068
922 0.0068 0.0069 0.0069 0.0068
923 0.0068 0.0070 0.0069 0.0068
924 0.0069 0.0070 0.0070 0.0069
925 0.0069 0.0071 0.0070 0.0069
926 0.0070 0.0071 0.0071 0.0070
927 0.0070 0.0072 0.0072 0.0070
928 0.0071 0.0073 0.0072 0.0071
929 0.0072 0.0074 0.0073 0.0072
930 0.0073 0.0074 0.0074 0.0073
931 0.0073 0.0075 0.0075 0.0073
932 0.0074 0.0076 0.0076 0.0074
933 0.0058 3.9592 0.0060 0.0058
934 0.0046 0.0041 0.0047 0.0046
935 0.0074 0.0065 0.0076 0.0074
936 0.0058 0.0051 3.9649 0.0058
937 0.0046 0.0041 0.0041 0.0046
938 0.0074 0.0066 0.0066 0.0074
939 0.0086 0.0076 0.0076 0.0086
940 0.0085 0.0076 0.0075 0.0085
941 0.0084 0.0075 0.0075 0.0084
942 0.0084 0.0076 0.0075 0.0084
943 0.0085 0.0076 0.0076 0.0085
944 0.0085 0.0077 0.0076 0.0085
945 0.0086 0.0078 0.0077 0.0086
946 0.0086 0.0079 0.0078 0.0086
947 0.0087 0.0080 0.0079 0.0087
948 0.0088 0.0081 0.0080 0.0088
949 0.0088 0.0082 0.0081 0.0088
950 0.0089 0.0083 0.0082 0.0089
951 0.0090 0.0083 0.0083 0.0090
952 0.0091 0.0084 0.0084 0.0091
953 0.0092 0.0085 0.0085 0.0092
954 0.0092 0.0086 0.0086 0.0092
955 0.0093 0.0087 0.0087 0.0093
956 0.0094 0.0088 0.0088 0.0094
957 0.0134 0.0126 0.0125 0.0134
958 0.0099 0.0094 0.0093 0.0099
959 0.0098 0.0093 0.0092 0.0098
960 0.0088 0.0083 0.0083 0.0088
961 0.0083 0.0079 0.0079 0.0083
962 0.0082 0.0078 0.0078 0.0082
963 0.0081 0.0077 0.0077 0.0081
964 0.0080 0.0077 0.0077 0.0080
965 0.0080 0.0077 0.0077 0.0080
966 0.0080 0.0077 0.0077 0.0080
967 0.0081 0.0078 0.0077 0.0081
968 0.0081 0.0078 0.0078 0.0081
969 0.0082 0.0079 0.0078 0.0082
970 0.0082 0.0079 0.0079 0.0082
971 0.0083 0.0080 0.0080 0.0083
972 0.0083 0.0081 0.0080 0.0083
973 0.0084 0.0082 0.0081 0.0084
974 0.0085 0.0082 0.0082 0.0085
975 0.0086 0.0083 0.0083 0.0086
976 0.0087 0.0084 0.0084 0.0087
977 0.0087 0.0085 0.0085 0.0087
978 0.0088 0.0086 0.0086 0.0088
979 0.0089 0.0087 0.0087 0.0089
980 0.0090 0.0088 0.0088 0.0090
981 0.0091 0.0089 0.0089 0.0091
982 0.0092 0.0090 0.0090 0.0092
983 0.0093 0.0091 0.0091 0.0093
984 0.0106 0.0105 0.0104 0.0106
985 0.0106 0.0104 0.0104 0.0106
986 0.0102 0.0101 0.0101 0.0102
987 0.0101 0.0100 0.0099 0.0101
988 0.0101 0.0099 0.0099 0.0101
989 0.0101 0.0100 0.0099 0.0101
990 0.0101 0.0100 0.0100 0.0101
991 0.0102 0.0101 0.0101 0.0102
992 0.0103 0.0102 0.0101 0.0103
993 0.0103 0.0103 0.0102 0.0103
994 0.0104 0.0104 0.0103 0.0104
995 0.0105 0.0105 0.0105 0.0105
996 0.0106 0.0106 0.0106 0.0106
997 0.0107 0.0107 0.0107 0.0107
998 0.0108 0.0108 0.0108 0.0108
999 0.0110 0.0110 0.0109 0.0110
1000 0.0068 0.0068 0.0068 0.0068
1001 0.0095 0.0095 0.0095 0.0095
1002 0.0068 0.0068 0.0068 0.0068
1003 0.0147 0.0148 0.0147 0.0147
1004 0.0110 0.0110 0.0110 0.0110
1005 0.0104 0.0105 0.0105 0.0104
1006 0.0064 3.9760 0.0064 0.0064
1007 0.0048 0.0041 0.0048 0.0048
1008 0.0076 0.0066 0.0077 0.0076
1009 0.0064 0.0055 3.9633 0.0064
1010 0.0048 0.0041 0.0042 0.0048
1011 0.0077 0.0066 0.0066 0.0077
1012 0.0103 0.0089 0.0088 0.0103
1013 0.0103 0.0089 0.0088 0.0103
1014 0.0105 0.0091 0.0090 0.0105
1015 0.0106 0.0093 0.0092 0.0106
1016 0.0107 0.0094 0.0093 0.0107
1017 0.0108 0.0095 0.0094 0.0108
1018 0.0109 0.0097 0.0096 0.0109
1019 0.0110 0.0098 0.0097 0.0110
1020 0.0111 0.0099 0.0099 0.0111
1021 0.0112 0.0101 0.0100 0.0112
1022 0.0113 0.0102 0.0101 0.0113
1023 0.0114 0.0103 0.0102 0.0114
1024 0.0116 0.0104 0.0104 0.0116
1025 0.0117 0.0106 0.0105 0.0117
1026 0.0118 0.0107 0.0106 0.0118
1027 0.0119 0.0108 0.0108 0.0119
1028 0.0120 0.0110 0.0109 0.0120
1029 0.0121 0.0111 0.0110 0.0121
1030 0.0167 0.0154 0.0153 0.0167
1031 0.0125 0.0115 0.0114 0.0125
1032 0.0119 0.0110 0.0110 0.0119
1033 0.0107 0.0099 0.0098 0.0107
1034 0.0102 0.0095 0.0095 0.0102
1035 0.0108 0.0101 0.0101 0.0108
1036 0.0103 0.0097 0.0096 0.0103
1037 0.0101 0.0095 0.0094 0.0101
1038 0.0101 0.0094 0.0094 0.0101
1039 0.0101 0.0094 0.0094 0.0101
1040 0.0101 0.0095 0.0095 0.0101
1041 0.0102 0.0096 0.0095 0.0102
1042 0.0103 0.0097 0.0096 0.0103
1043 0.0104 0.0098 0.0098 0.0104
1044 0.0105 0.0099 0.0099 0.0105
1045 0.0106 0.0101 0.0100 0.0106
1046 0.0108 0.0102 0.0102 0.0108
1047 0.0109 0.0104 0.0103 0.0109
1048 0.0111 0.0105 0.0105 0.0111
1049 0.0112 0.0107 0.0106 0.0112
1050 0.0114 0.0109 0.0108 0.0114
1051 0.0116 0.0110 0.0110 0.0116
1052 0.0117 0.0112 0.0112 0.0117
1053 0.0119 0.0114 0.0113 0.0119
1054 0.0121 0.0116 0.0115 0.0121
1055 0.0122 0.0117 0.0117 0.0122
1056 0.0124 0.0119 0.0119 0.0124
1057 0.0126 0.0121 0.0121 0.0126
1058 0.0128 0.0123 0.0123 0.0128
1059 0.0129 0.0125 0.0124 0.0129
1060 0.0131 0.0127 0.0126 0.0131
1061 0.0133 0.0129 0.0128 0.0133
1062 0.0135 0.0131 0.0130 0.0135
1063 0.0136 0.0133 0.0132 0.0136
1064 0.0138 0.0134 0.0134 0.0138
1065 0.0140 0.0136 0.0136 0.0140
1066 0.0142 0.0138 0.0138 0.0142
1067 0.0144 0.0140 0.0140 0.0144
1068 0.0146 0.0142 0.0142 0.0146
1069 0.0147 0.0144 0.0144 0.0147
1070 0.0149 0.0146 0.0146 0.0149
1071 0.0151 0.0148 0.0148 0.0151
1072 0.0153 0.0151 0.0150 0.0153
1073 0.0155 0.0153 0.0152 0.0155
1074 0.0157 0.0155 0.0154 0.0157
1075 0.0183 0.0181 0.0180 0.0183
1076 0.0135 0.0133 0.0133 0.0135
1077 0.0142 0.0141 0.0140 0.0142
1078 0.0125 0.0124 0.0124 0.0125
1079 0.0120 0.0119 0.0119 0.0121
1080 0.0119 0.0118 0.0117 0.0119
1081 0.0061 3.9653 0.0061 0.0061
1082 0.0049 0.0043 0.0049 0.0049
1083 0.0080 0.0068 0.0079 0.0080
1084 0.0127 0.0108 0.0126 0.0127
1085 0.0061 0.0052 3.9668 0.0061
1086 0.0049 0.0042 0.0043 0.0049
1087 0.0080 0.0068 0.0069 0.0080
1088 0.0124 0.0106 0.0105 0.0124
1089 0.0124 0.0107 0.0106 0.0125
1090 0.0126 0.0108 0.0107 0.0126
1091 0.0127 0.0110 0.0109 0.0127
1092 0.0129 0.0111 0.0110 0.0129
1093 0.0131 0.0113 0.0112 0.0131
1094 0.0132 0.0115 0.0114 0.0132
1095 0.0135 0.0117 0.0116 0.0135
1096 0.0137 0.0120 0.0119 0.0137
1097 0.0139 0.0122 0.0121 0.0139
1098 0.0141 0.0124 0.0123 0.0141
1099 0.0143 0.0126 0.0125 0.0143
1100 0.0145 0.0129 0.0128 0.0145
1101 0.0147 0.0131 0.0130 0.0148
1102 0.0150 0.0133 0.0132 0.0150
1103 0.0152 0.0136 0.0135 0.0152
1104 0.0155 0.0138 0.0138 0.0155
1105 0.0157 0.0141 0.0140 0.0157
1106 0.0160 0.0144 0.0143 0.0160
1107 0.0162 0.0146 0.0145 0.0162
1108 0.0164 0.0149 0.0148 0.0164
1109 0.0167 0.0151 0.0151 0.0167
1110 0.0170 0.0154 0.0153 0.0170
1111 0.0172 0.0157 0.0156 0.0172
1112 0.0175 0.0160 0.0159 0.0175
1113 0.0177 0.0163 0.0162 0.0177
1114 0.0180 0.0166 0.0165 0.0180
1115 0.0183 0.0168 0.0168 0.0183
1116 0.0186 0.0172 0.0171 0.0186
1117 0.0188 0.0174 0.0173 0.0188
1118 0.0193 0.0179 0.0178 0.0193
1119 0.0192 0.0179 0.0178 0.0192
1120 0.0202 0.0188 0.0187 0.0202
1121 0.0132 0.0124 0.0123 0.0132
1122 0.0118 0.0110 0.0109 0.0118
1123 0.0136 0.0127 0.0127 0.0136
1124 0.0111 0.0104 0.0104 0.0111
1125 0.0140 0.0131 0.0130 0.0140
1126 0.0106 0.0100 0.0099 0.0106
1127 0.0143 0.0135 0.0134 0.0143
1128 0.0102 0.0096 0.0095 0.0102
1129 0.0123 0.0116 0.0116 0.0123
1130 0.0199 0.0188 0.0187 0.0199
1131 0.0149 0.0141 0.0140 0.0149
1132 0.0143 0.0135 0.0135 0.0143
1133 0.0142 0.0134 0.0134 0.0142
1134 0.0151 0.0143 0.0143 0.0151
1135 0.0147 0.0140 0.0139 0.0147
1136 0.0147 0.0140 0.0139 0.0147
1137 0.0148 0.0141 0.0141 0.0148
1138 0.0150 0.0143 0.0143 0.0150
1139 0.0153 0.0146 0.0145 0.0153
1140 0.0156 0.0149 0.0148 0.0156
1141 0.0159 0.0152 0.0151 0.0159
1142 0.0162 0.0155 0.0155 0.0162
1143 0.0165 0.0159 0.0158 0.0165
1144 0.0169 0.0162 0.0162 0.0169
1145 0.0173 0.0166 0.0165 0.0173
1146 0.0176 0.0170 0.0169 0.0176
1147 0.0180 0.0174 0.0173 0.0180
1148 0.0184 0.0178 0.0177 0.0184
1149 0.0184 0.0177 0.0177 0.0184
1150 0.0108 0.0105 0.0104 0.0108
1151 0.0181 0.0175 0.0175 0.0181
1152 0.0109 0.0106 0.0106 0.0109
1153 0.0177 0.0172 0.0171 0.0177
1154 0.0110 0.0107 0.0107 0.0110
1155 0.0174 0.0169 0.0168 0.0174
1156 0.0111 0.0109 0.0108 0.0111
1157 0.0170 0.0166 0.0165 0.0171
1158 0.0113 0.0110 0.0109 0.0113
1159 0.0167 0.0163 0.0162 0.0167
1160 0.0114 0.0111 0.0111 0.0114
1161 0.0164 0.0160 0.0160 0.0164
1162 0.0115 0.0112 0.0112 0.0115
1163 0.0161 0.0158 0.0157 0.0161
1164 0.0116 0.0114 0.0113 0.0116
1165 0.0159 0.0155 0.0155 0.0159
1166 0.0117 0.0115 0.0115 0.0117
1167 0.0156 0.0153 0.0153 0.0156
1168 0.0118 0.0116 0.0116 0.0118
1169 0.0154 0.0151 0.0151 0.0154
1170 0.0119 0.0117 0.0117 0.0119
1171 0.0152 0.0149 0.0149 0.0152
1172 0.0120 0.0119 0.0118 0.0120
1173 0.0149 0.0147 0.0147 0.0150
1174 0.0121 0.0120 0.0119 0.0121
1175 0.0147 0.0145 0.0145 0.0148
1176 0.0122 0.0121 0.0121 0.0122
1177 0.0146 0.0144 0.0143 0.0146
1178 0.0123 0.0122 0.0122 0.0123
1179 0.0144 0.0142 0.0142 0.0144
1180 0.0065 3.9492 0.0064 0.0065
1181 0.0055 0.0047 0.0055 0.0055
1182 0.0091 0.0076 0.0090 0.0091
1183 0.0201 0.0167 0.0199 0.0201
1184 0.0167 0.0139 0.0165 0.0167
1185 0.0065 0.0054 3.9449 0.0065
1186 0.0056 0.0047 0.0047 0.0056
1187 0.0092 0.0077 0.0077 0.0092
1188 0.0205 0.0173 0.0170 0.0205
1189 0.0169 0.0144 0.0141 0.0169
1190 0.0208 0.0177 0.0175 0.0208
1191 0.0222 0.0190 0.0187 0.0223
1192 0.0250 0.0214 0.0212 0.0250
1193 0.0254 0.0219 0.0216 0.0254
1194 0.0286 0.0248 0.0245 0.0286
1195 0.0244 0.0212 0.0210 0.0244
1196 0.0105 0.0092 0.0091 0.0105
1197 0.0239 0.0209 0.0207 0.0239
1198 0.0157 0.0137 0.0136 0.0157
1199 0.0101 0.0089 0.0088 0.0101
1200 0.0152 0.0134 0.0133 0.0152
1201 0.0101 0.0089 0.0088 0.0101
1202 0.0149 0.0132 0.0131 0.0149
1203 0.0101 0.0090 0.0089 0.0101
1204 0.0147 0.0130 0.0129 0.0147
1205 0.0101 0.0090 0.0089 0.0101
1206 0.0144 0.0128 0.0127 0.0144
1207 0.0101 0.0090 0.0089 0.0101
1208 0.0142 0.0126 0.0125 0.0142
1209 0.0101 0.0090 0.0090 0.0101
1210 0.0139 0.0125 0.0124 0.0139
1211 0.0101 0.0090 0.0090 0.0101
1212 0.0137 0.0123 0.0122 0.0137
1213 0.0101 0.0090 0.0090 0.0101
1214 0.0135 0.0121 0.0120 0.0135
1215 0.0101 0.0090 0.0090 0.0101
1216 0.0133 0.0120 0.0119 0.0133
1217 0.0100 0.0090 0.0090 0.0100
1218 0.0097 0.0088 0.0087 0.0097
1219 0.0096 0.0086 0.0086 0.0096
1220 0.0162 0.0146 0.0146 0.0162
1221 0.0180 0.0163 0.0162 0.0180
1222 0.0173 0.0156 0.0156 0.0173
1223 0.0173 0.0157 0.0156 0.0173
1224 0.0174 0.0158 0.0157 0.0174
1225 0.0178 0.0161 0.0160 0.0178
1226 0.0182 0.0166 0.0165 0.0182
1227 0.0187 0.0171 0.0170 0.0187
1228 0.0193 0.0176 0.0175 0.0193
1229 0.0199 0.0182 0.0181 0.0199
1230 0.0206 0.0189 0.0188 0.0206
1231 0.0160 0.0147 0.0146 0.0160
1232 0.0104 0.0096 0.0095 0.0104
1233 0.0160 0.0147 0.0146 0.0160
1234 0.0105 0.0096 0.0096 0.0104
1235 0.0159 0.0147 0.0146 0.0159
1236 0.0105 0.0097 0.0096 0.0105
1237 0.0158 0.0146 0.0145 0.0158
1238 0.0105 0.0097 0.0096 0.0105
1239 0.0157 0.0145 0.0145 0.0157
1240 0.0105 0.0097 0.0097 0.0105
1241 0.0156 0.0145 0.0144 0.0156
1242 0.0105 0.0098 0.0097 0.0105
1243 0.0155 0.0144 0.0143 0.0155
1244 0.0106 0.0098 0.0098 0.0106
1245 0.0154 0.0143 0.0142 0.0154
1246 0.0106 0.0098 0.0098 0.0106
1247 0.0158 0.0147 0.0146 0.0158
1248 0.0103 0.0096 0.0095 0.0103
1249 0.0160 0.0149 0.0148 0.0160
1250 0.0102 0.0096 0.0095 0.0102
1251 0.0157 0.0147 0.0146 0.0157
1252 0.0103 0.0097 0.0096 0.0103
1253 0.0152 0.0142 0.0141 0.0152
1254 0.0105 0.0098 0.0098 0.0105
